,speed,spacing,speed difference
139724,37.91765,102.47743,-0.23649
139725,37.09495,102.35791,-1.19524
139726,36.029,102.12792,-2.29984
139727,34.79797,101.76513,-3.62788
139728,33.50348,101.25414,-5.11017
139729,32.25151,100.58875,-6.65394
139730,31.15079,99.77546,-8.13277
139731,30.30427,98.83603,-9.39429
139732,29.7876,97.80604,-10.2997
139733,29.60486,96.72645,-10.79616
139734,29.59984,95.62418,-11.02257
139735,29.55351,94.50328,-11.20886
139736,29.41549,93.36044,-11.42877
139737,29.2438,92.19577,-11.64652
139738,29.05804,91.00994,-11.8585
139739,28.84449,89.80108,-12.08845
139740,28.59705,88.56621,-12.34852
139741,28.34285,87.30467,-12.61555
139742,28.11972,86.01919,-12.85453
139743,27.93389,84.71316,-13.0607
139744,27.75492,83.38714,-13.26024
139745,27.55427,82.04117,-13.45925
139746,27.34075,80.68166,-13.59557
139747,27.15125,79.32619,-13.55469
139748,27.00925,78.00252,-13.23645
139749,26.900760000000002,76.74173,-12.60774
139750,26.78953,75.57064,-11.71123
139751,26.64531,74.50634,-10.64308
139752,26.45318,73.55355,-9.52763
139753,26.20968,72.70374,-8.49793
139754,25.92608,71.93704,-7.66723
139755,25.63609,71.22861,-7.08435
139756,25.38632,70.55722,-6.71365
139757,25.20974,69.90922,-6.48045
139758,25.10896,69.27543,-6.33773
139759,25.06391,68.64846,-6.26979
139760,25.05158,68.02412,-6.24353
139761,25.05781,67.40466,-6.19436
139762,25.07658,66.79768,-6.06984
139763,25.10112,66.2101,-5.87592
139764,25.11014,65.64207,-5.68008
139765,25.06168,65.08527,-5.56795
139766,24.91513,64.52773,-5.5756499999999996
139767,24.66913,63.9629,-5.6482600000000005
139768,24.37198,63.39554,-5.67353
139769,24.08799,62.83825,-5.57264
139770,23.85148,62.30184,-5.3643
139771,23.65174,61.78743,-5.14416
139772,23.44905,61.28567,-5.01768
139773,23.18976,60.77969,-5.05975
139774,22.81221,60.24813,-5.31574
139775,22.26004,59.66723,-5.80879
139776,21.50869,59.01407,-6.5316
139777,20.58219,58.27015,-7.4393
139778,19.54419,57.42424,-8.45883
139779,18.48035,56.47415,-9.50102
139780,17.49255,55.42815,-10.46004
139781,16.69695,54.30686,-11.21289
139782,16.20249,53.14255,-11.643180000000001
139783,16.05413,51.97218,-11.70374
139784,16.17201,50.82379,-11.48386
139785,16.41378,49.70896,-11.14816
139786,16.70082,48.62897,-10.79977
139787,17.01312,47.58288,-10.461
139788,17.33999,46.5726,-10.10296
139789,17.67507,45.60614,-9.6644
139790,18.01417,44.69698,-9.0921
139791,18.3542,43.8602,-8.36736
139792,18.69242,43.10984,-7.50391
139793,19.02635,42.45604,-6.53799
139794,19.35335,41.90308,-5.5293600000000005
139795,19.6708,41.4474,-4.55699
139796,19.97598,41.07829,-3.69092
139797,20.26588,40.78215,-2.9616100000000003
139798,20.53747,40.54606,-2.36073
139799,20.78744,40.35975,-1.86325
139800,21.01234,40.21621,-1.4354
139801,21.20863,40.11237,-1.03839
139802,21.37264,40.04663,-0.6574500000000001
139803,21.50059,40.01398,-0.32648000000000005
139804,21.58898,40.00384,-0.10101
139805,21.63468,40.00283,-0.010560000000000002
139806,21.63576,39.99682,-0.059840000000000004
139807,21.59268,39.97067,-0.26152000000000003
139808,21.51096,39.90954,-0.61109
139809,21.40604,39.80758,-1.01985
139810,21.31326,39.67621,-1.31358
139811,21.24626,39.53947,-1.36719
139812,21.17454,39.41883,-1.20663
139813,21.09629,39.32684,-0.9200200000000001
139814,21.04052,39.26969,-0.57132
139815,21.01385,39.24935,-0.2036
139816,21.00469,39.26392,0.1458
139817,21.00213,39.30794,0.44029
139818,21.00158,39.37373,0.6579400000000001
139819,21.00167,39.45377,0.8005200000000001
139820,21.00197,39.54243,0.8863900000000001
139821,21.00233,39.63606,0.9365200000000001
139822,21.00276,39.73271,0.9662100000000001
139823,21.00328,39.8312,0.9849700000000001
139824,21.00404,39.93107,0.9988600000000001
139825,21.00499,40.03226,1.01168
139826,21.00597,40.13485,1.02618
139827,21.00633,40.23934,1.04462
139828,21.00509,40.34617,1.06834
139829,21.00154,40.45568,1.09494
139830,20.996290000000002,40.56729,1.11624
139831,20.99078,40.67943,1.12142
139832,20.98563,40.79,1.10541
139833,20.97904,40.89718,1.07218
139834,20.96703,41.00016,1.02992
139835,20.944490000000002,41.09843,0.98255
139836,20.90551,41.19104,0.9262100000000001
139837,20.84403,41.27635,0.8527600000000001
139838,20.75948,41.35223,0.75895
139839,20.66401,41.41765,0.6544300000000001
139840,20.5793,41.47346,0.55801
139841,20.52261,41.52182,0.4834
139842,20.49541,41.56447,0.42664
139843,20.48632,41.60122,0.36749000000000004
139844,20.48255,41.62953,0.28298
139845,20.47677,41.646,0.16493000000000002
139846,20.46503,41.64912,0.03088
139847,20.44324,41.64032,-0.08776
139848,20.40742,41.62214,-0.18202000000000002
139849,20.35571,41.59279,-0.29357
139850,20.29127,41.54364,-0.49138000000000004
139851,20.22326,41.46286,-0.8075800000000001
139852,20.16398,41.34307,-1.19793
139853,20.12425,41.18622,-1.56873
139854,20.11086,41.0024,-1.83789
139855,20.12841,40.80561,-1.96818
139856,20.18373,40.61001,-1.95584
139857,20.28996,40.42949,-1.80519
139858,20.46654,40.27763,-1.5188000000000001
139859,20.72854,40.1669,-1.10699
