,speed,spacing,speed difference
690349,2.05335,30.38498,-12.11817
690359,1.21529,18.78331,-7.9788
690369,0.0,15.54498,-1.47877
690379,1.41762,15.53536,1.41762
690389,3.03058,17.81588,2.4209300000000002
690399,6.07067,21.55036,6.07067
690409,6.98707,26.79534,4.12893
690419,13.6039,33.57543,10.03956
690429,15.67592,43.83238,7.83783
690439,15.881,46.70338,-0.619
690449,15.96762,45.38182,-0.00889
690459,18.98028,46.98301,3.66486
690469,23.23602,52.87887,7.5914
690479,23.30945,60.39908,5.79157
690489,19.68376,61.8897,-1.16995
690499,21.40879,60.3964,-1.42284
690509,22.39478,59.05728,-0.99738
690519,22.56283,59.26037,-0.049740000000000006
690529,21.99272,57.94245,-2.80941
690539,20.51814,54.17608,-3.69836
690549,23.03258,52.75075,-0.08999
690559,20.04347,52.67329,-0.39347000000000004
690569,15.14455,46.72231,-9.2667
690579,14.51217,38.00085,-7.13238
690589,9.63317,32.42864,-5.62126
690599,11.16736,27.34639,-3.47149
690609,12.68291,27.56811,1.95469
690619,14.62434,29.32313,1.36456
690629,16.0148,31.89298,4.19301
690639,19.37927,36.01582,4.20348
690649,21.00824,42.06437,5.792
690659,22.38435,44.54052,0.80866
690669,24.79396,46.42907,2.37086
690679,25.1792,47.96756,0.46142000000000005
690689,24.89764,48.13741,-0.14537
690699,29.24761,49.84708,4.19013
690709,29.76545,55.23018,5.11863
690719,29.6729,59.90791,3.83415
690729,31.12539,61.45518,1.1058
690739,31.85863,63.3938,1.21988
690749,30.19597,60.73806,-6.51551
690759,27.4748,54.90847,-3.40132
690769,26.3712,51.69301,-3.6283700000000003
690779,26.60312,48.21661,-3.2415
690789,26.20102,44.80906,-3.40915
690799,26.61709,41.83508,-2.90516
690809,26.61906,39.90847,-1.08547
690819,26.4729,39.88419,0.17917000000000002
690829,18.31053,36.11149,-7.36785
690839,15.03232,30.5289,-3.62578
690849,15.021,29.83297,0.35525
690859,17.04501,30.60709,2.04717
690869,19.03766,33.97152,4.03398
690879,18.67297,37.16575,3.09725
690889,23.19675,42.43593,7.00164
690899,29.79767,50.58265,8.777660000000001
690909,30.94951,43.46273,5.71828
690919,25.15085,43.43826,-3.44876
690929,24.98707,40.22674,-2.00584
690939,22.92503,39.66191,-0.62802
690949,15.70614,39.35522,-0.06866
690959,11.36762,38.93868,-0.17293
690969,9.98583,39.16664,0.21710000000000002
690979,8.96339,38.6671,-1.17854
690989,7.5208,36.64544,-2.62316
690999,7.87884,33.82543,-2.26512
691009,9.83507,33.13504,-0.30902
691019,8.49954,32.10768,-1.6434700000000002
691029,8.77697,30.05808,-1.26712
691039,7.83035,30.41332,0.09013
691049,5.76742,27.12599,-4.04869
