,speed,spacing,speed difference
733454,20.67434,55.55938,-9.47094
733464,19.74787,47.84078,-6.20525
733474,20.32221,43.50364,-2.75115
733484,19.77851,41.59446,-1.78986
733494,18.84469,39.58769,-2.57608
733504,18.5105,36.47481,-2.13957
733514,18.8461,35.39649,-1.6229300000000002
733524,17.13668,35.08117,1.36739
733534,15.08832,34.76953,0.9475100000000001
733544,15.52333,38.21686,4.85371
733554,14.58993,42.63904,3.77956
733564,14.87556,43.68937,0.26332
733574,14.92753,44.30571,-0.06781000000000001
733584,15.55676,44.32209,0.5587
733594,18.21611,46.66532,3.93432
733604,17.89567,50.37782,2.86306
733614,15.09163,50.74308,-0.36077000000000004
733624,15.2792,51.38153,0.39793
733634,16.53117,51.99666,1.08094
733644,16.64488,53.39229,1.64924
733654,16.56706,55.27704,1.8564600000000002
733664,15.07913,56.2893,0.35981
733674,12.40968,55.37966,-2.2894
733684,15.58383,54.39636,0.8733000000000001
733694,16.8044,19.48537,1.97146
733704,21.92812,73.59659,-7.35679
733714,22.45948,66.80325,-6.74846
733724,20.83265,60.05299,-6.16341
733734,20.89219,55.83356,-2.94285
733744,20.48425,54.39455,-0.04039
733754,17.67064,54.21677,-0.20617000000000002
733764,15.04236,52.43806,-2.50406
733774,14.99721,50.2293,-1.96178
733784,14.83192,48.85427,0.23123000000000002
733794,14.35016,49.85128,1.57969
733804,14.93885,52.33179,2.87441
733814,14.74754,54.35627,0.6169600000000001
733824,20.11411,56.69705,5.27339
733834,29.06499,66.75174,14.06463
733844,33.83005,84.18894,18.82847
733854,29.1815,101.12743,14.16477
733864,24.80053,111.41893,8.22445
733874,20.48612,64.78606,-1.44174
733884,15.25158,61.19911,-6.51
733894,8.264240000000001,52.69189,-9.64442
733904,2.04849,42.0936,-12.1357
733914,0.0,31.27366,-9.58419
733924,0.42113000000000006,24.71174,-4.68599
733934,2.28353,21.19249,-2.71736
733944,3.25194,19.11791,-1.63103
733954,3.48757,18.57832,0.38967
733964,3.5003,20.59144,3.5003
733974,3.5026900000000003,24.09203,3.5026900000000003
733984,4.07251,27.38111,2.58186
733994,10.604,31.09111,5.86883
734004,14.82592,39.43475,9.18622
734014,15.13465,46.05758,5.27267
734024,18.43163,52.90023,8.43035
734034,18.66703,61.62441,8.654
734044,18.00098,69.65985,6.54399
734054,15.04721,71.68803,-0.65837
734064,15.00223,69.48143,-3.3061
734074,15.00217,65.76362,-3.74025
734084,15.0624,62.21789,-3.19607
734094,15.00407,61.11411,-0.07595
734104,14.15108,60.98379,-0.32258000000000003
734114,14.903410000000001,61.93645,0.68664
734124,15.00148,59.98445,-2.80922
734134,14.98976,57.1294,-2.80499
734144,14.96988,54.2778,-2.81608
734154,15.33383,51.56995,-2.4521
