,speed,spacing,speed difference
324968,40.57608,51.68645,-3.62871
324969,41.07267,51.37963,-3.06828
324970,41.46772,51.11969,-2.5992800000000003
324971,41.73337,50.89794,-2.21768
324972,41.89974,50.71185,-1.8610200000000001
324973,42.01588,50.56844,-1.4336600000000002
324974,42.11004,50.48399,-0.8448500000000001
324975,42.18744,50.48186,-0.021320000000000002
324976,42.22595,50.5856,1.03727
324977,42.18629,50.80961,2.24006
324978,42.03452,51.15706,3.47451
324979,41.75177,51.62146,4.64435
324980,41.31778,52.18671,5.6523900000000005
324981,40.69068,52.82556,6.38855
324982,39.82566,53.50076,6.75214
324983,38.73278,54.17186,6.71063
324984,37.4957,54.80368,6.31827
324985,36.23153,55.37116,5.67487
324986,35.06499,55.86103,4.89872
324987,34.12215,56.27293,4.119
324988,33.51158,56.61847,3.45544
324989,33.2834,56.91605,2.97566
324990,33.34708,57.1772,2.61165
324991,33.52979,57.39885,2.2165
324992,33.7582,57.57337,1.74491
324993,34.03819,57.69652,1.23186
324994,34.36139,57.76638,0.69833
324995,34.70417,57.78143,0.15059
324996,35.0332,57.74023,-0.41201000000000004
324997,35.31237,57.64173,-0.9847800000000001
324998,35.51729,57.48868,-1.53041
324999,35.64843,57.29469,-1.9398300000000002
325000,35.72507,57.08327,-2.11424
325001,35.76581,56.87487,-2.08445
325002,35.7748,56.68061,-1.9422300000000001
325003,35.74455,56.50453,-1.76106
325004,35.66978,56.34478,-1.59741
325005,35.55814,56.19636,-1.4838900000000002
325006,35.43045,56.05312,-1.4325100000000002
325007,35.31244,55.90929,-1.43848
325008,35.22392,55.76139,-1.47903
325009,35.17241,55.60978,-1.5159799999999999
325010,35.15056,55.4584,-1.51384
325011,35.12881,55.31129,-1.47119
325012,35.04961,55.16736,-1.43904
325013,34.8457,55.01733,-1.5005000000000002
325014,34.48327,54.8454,-1.7193200000000002
325015,33.99367,54.63586,-2.09527
325016,33.46132,54.37976,-2.56102
325017,32.97589,54.07743,-3.02339
325018,32.58993,53.73596,-3.41457
325019,32.30988,53.36438,-3.71614
325020,32.11427,52.96932,-3.9502
325021,31.98878,52.55509,-4.14245
325022,31.97116,52.12851,-4.26568
325023,32.15751,51.70683,-4.21693
325024,32.61201,51.31723,-3.89623
325025,33.29098,50.98822,-3.2898300000000003
325026,34.09846,50.74445,-2.43766
325027,34.95751,50.60568,-1.3877700000000002
325028,35.81378,50.58468,-0.21014000000000002
325029,36.62343,50.68396,0.9928800000000001
325030,37.34728,50.89468,2.10732
325031,37.94849,51.19905,3.04376
325032,38.39252,51.57523,3.76155
325033,38.64895,52.00174,4.26509
325034,38.69688,52.4603,4.58579
325035,38.53599,52.93721,4.7691300000000005
325036,38.20824,53.42378,4.86588
325037,37.84049,53.91811,4.94288
325038,37.56673,54.41933,5.0124
