,speed,spacing,speed difference
666759,42.32083,83.94767,0.8063300000000001
666760,41.98458,84.1461,1.98415
666761,41.67103,84.26933,1.23261
666762,41.38957,84.32697,0.5763100000000001
666763,41.14272,84.33222,0.05276
666764,40.92579,84.29758,-0.34682
666765,40.72625,84.2313,-0.6626000000000001
666766,40.52221,84.13652,-0.9477700000000001
666767,40.28242,84.0104,-1.26099
666768,39.97162,83.84383,-1.66585
666769,39.56969,83.62235,-2.21476
666770,39.09606,83.33308,-2.89305
666771,38.60889,82.97671,-3.5636200000000002
666772,38.16477,82.57244,-4.04245
666773,37.7858,82.14561,-4.26853
666774,37.4712,81.7125,-4.33084
666775,37.20912,81.27795,-4.34574
666776,36.94948,80.83796,-4.3999
666777,36.57894,80.37959,-4.58336
666778,35.95794,79.88031,-4.99291
666779,35.02684,79.31434,-5.65984
666780,33.85581,78.66336,-6.5098400000000005
666781,32.5706,77.92074,-7.42625
666782,31.29265,77.09085,-8.29892
666783,30.13681,76.18865,-9.02205
666784,29.20758,75.23888,-9.49747
666785,28.58058,74.27353,-9.65367
666786,28.26066,73.32468,-9.48826
666787,28.09672,72.40932,-9.15377
666788,27.84747,71.52008000000001,-8.89223
666789,27.40391,70.63878,-8.81302
666790,26.81703,69.75229,-8.86509
666791,26.18537,68.85732,-8.9498
666792,25.58793,67.95853,-8.98799
666793,25.07126,67.06516,-8.9335
666794,24.65358,66.1881,-8.77054
666795,24.30469,65.33442,-8.53704
666796,23.965980000000002,64.50328,-8.31109
666797,23.60633,63.68756,-8.15722
666798,23.23632,62.8777,-8.09869
666799,22.88337,62.06568,-8.12037
666800,22.57267,61.24754,-8.18124
666801,22.32198,60.42458,-8.22976
666802,22.14121,59.60293,-8.21644
666803,22.03353,58.794,-8.08914
666804,21.99537,58.01634,-7.77671
666805,22.01549,57.294,-7.2233600000000004
666806,22.0729,56.64626,-6.47746
666807,22.13409,56.07632,-5.69947
666808,22.15115,55.57027,-5.06024
666809,22.06772,55.10394,-4.66332
666810,21.84154,54.65052,-4.53415
666811,21.47743,54.18822,-4.62316
666812,21.0332,53.70571,-4.82513
666813,20.58314,53.20312,-5.02588
666814,20.17963,52.68993,-5.13198
666815,19.84393,52.18163,-5.08301
666816,19.57769,51.69308,-4.88537
666817,19.37539,51.23081,-4.62287
666818,19.22881,50.79167,-4.39114
666819,19.12553,50.36863,-4.23044
666820,19.05013,49.95561,-4.13042
666821,18.98753,49.54886,-4.06749
666822,18.92362,49.14646,-4.02385
666823,18.8417,48.74754,-3.98924
666824,18.72628,48.35285,-3.94675
666825,18.57963,47.96643,-3.8643
666826,18.42589,47.594,-3.72434
666827,18.29213,47.23904,-3.5495
666828,18.19183,46.90102,-3.38048
666829,18.12434,46.57661,-3.24397
666830,18.08196,46.26201,-3.14626
666831,18.05361,45.95355,-3.08435
666832,18.01919,45.64728,-3.06296
666833,17.94833,45.33721,-3.10039
666834,17.82113,45.01641,-3.20807
666835,17.64934,44.67957,-3.36844
666836,17.46749,44.32533,-3.54239
666837,17.30623,43.95581,-3.69548
666838,17.177,43.57468,-3.81109
666839,17.0731,43.18625,-3.88432
666840,16.97677,42.79482,-3.91427
666841,16.86437,42.40413,-3.90689
666842,16.699840000000002,42.01568,-3.88458
666843,16.42539,41.62605,-3.89607
666844,16.00115,41.22585,-4.002
666845,15.46775,40.80174,-4.24131
666846,14.92808,40.33914,-4.62582
666847,14.47146,39.82389,-5.15249
666848,14.13563,39.24416,-5.79741
666849,13.91713,38.5942,-6.49947
666850,13.79639,37.87789,-7.16296
666851,13.75515,37.10843,-7.69479
666852,13.78635,36.30436,-8.04072
666853,13.89905,35.48645,-8.1791
666854,14.10272,34.67655,-8.09895
666855,14.37605,33.89597,-7.80594
666856,14.67,33.1644,-7.31
666857,14.91588,32.50282,-6.61568
666858,15.09974,31.9333,-5.69518
666859,15.21303,31.469,-4.64311
666860,15.26322,31.10476,-3.64229
666861,15.26221,30.82067,-2.84084
666862,15.23491,30.59376,-2.26913
666863,15.21017,30.4061,-1.87684
666864,15.19262,30.24527,-1.6081400000000001
666865,15.16798,30.10289,-1.42402
666866,15.13228,29.97474,-1.28157
666867,15.09528,29.86231,-1.12408
666868,15.06614,29.77202,-0.90302
666869,15.04797,29.71044,-0.6157400000000001
666870,15.04068,29.67966,-0.30781000000000003
666871,15.04449,29.67661,-0.030440000000000002
666872,15.06155,29.696,0.19393000000000002
666873,15.09767,29.73334,0.37333000000000005
666874,15.1623,29.78652,0.53185
666875,15.27103,29.85666,0.7014400000000001
666876,15.45456,29.94931,0.92644
666877,15.74226,30.07401,1.24692
666878,16.11683,30.23937,1.65361
666879,16.50984,30.4479,2.0854
666880,16.85154,30.6955,2.47608
666881,17.10863,30.97363,2.78091
666882,17.28238,31.27152,2.9792300000000003
666883,17.38953,31.57989,3.08353
666884,17.44685,31.89311,3.13209
666885,17.46972,100.29613,3.77979
666886,17.47743,100.67923,3.83071
666887,17.48737,101.07028,3.91047
666888,17.50463,101.47392,4.03652
666889,17.52474,101.89394,4.2
666890,17.54259,102.33091,4.37005
666891,17.55604,102.78255,4.51614
666892,17.56493,103.24491,4.62398
666893,17.56988,103.71434,4.69393
666894,17.57175,104.18764,4.73297
666895,17.5708,104.66243,4.74793
666896,17.56634,105.13665,4.74216
666897,17.55804,105.60853,4.7188
666898,17.54721,106.07756,4.69045
666899,17.53639,106.54524,4.67714
666900,17.52667,107.01401,4.68733
666901,17.51588,107.48521,4.71207
666902,17.49426,107.95873,4.73504
666903,17.44938,108.43343,4.74715
666904,17.40164,108.91178,4.7832
666905,17.43297,109.40683,4.95069
666906,17.63878,109.9462,5.39377
666907,18.03084,110.567,6.20817
666908,18.53812,15.41431,5.11141
666909,19.10023,15.96254,5.48199
666910,19.68963,16.55473,5.92208
666911,20.28694,17.19875,6.44019
666912,20.87644,17.90095,7.02198
666913,21.44432,18.66194,7.60984
666914,21.97789,19.47388,8.11942
666915,22.46539,20.32448,8.50597
666916,22.89662,21.20243,8.77953
666917,23.26444,22.09793,8.95499
666918,23.56775,23.00007,9.02119
666919,23.81778,23.89425,8.94216
666920,24.0502,24.76292,8.68655
666921,24.2856,25.58917,8.26234
666922,24.48809,26.35876,7.69632
666923,24.62179,27.05965,7.00853
666924,24.68658,27.68209,6.22474
666925,24.70131,28.22067,5.38543
666926,24.70571,28.67566,4.5501000000000005
666927,24.75755,29.05522,3.79538
666928,24.90696,29.37415,3.1896
666929,25.16919,29.65072,2.76568
666930,25.51713,29.90203,2.51303
666931,25.8937,30.14094,2.38917
666932,26.23819,30.37533,2.34387
666933,26.51299,30.60952,2.34173
666934,26.7127,30.84584,2.36322
666935,26.85322,31.08363,2.37789
666936,26.95696,31.32031,2.36716
666937,27.04537,31.55709,2.36735
666938,27.14075,31.79994,2.42851
666939,27.26204,32.05771,2.57808
666940,27.4081,32.33963,2.8192500000000003
666941,27.554,32.65124,3.11588
666942,27.66992,32.98973,3.38465
666943,27.73724,33.34229,3.52576
666944,27.74731,33.69111,3.48822
666945,27.69262,34.02058,3.29472
666946,27.55958,34.32011,2.9954400000000003
666947,27.34026,34.58307,2.62943
666948,27.0644,34.80748,2.24412
666949,26.79085,34.99738,1.8992200000000001
666950,26.55397,35.15961,1.62208
666951,26.35253,35.29935,1.39761
666952,26.17795,35.41975,1.20357
666953,26.03012,35.5232,1.03481
666954,25.9209,35.61345,0.9026200000000001
666955,25.86158,35.69492,0.8145
666956,25.84537,35.7704,0.75482
666957,25.85203,35.83944,0.6904800000000001
666958,25.86332,35.89807,0.58645
666959,25.86903,35.93875,0.40656000000000003
666960,25.8644,35.94905,0.10292000000000001
666961,25.84688,35.91214,-0.3689
666962,25.81696,35.81326,-0.9886800000000001
666963,25.77992,35.64521,-1.6806800000000002
666964,25.74977,35.40607,-2.39141
666965,25.75925,35.09859,-3.07484
666966,25.85571,34.73235,-3.66227
666967,26.06542,34.32218,-4.10181
666968,26.36227,33.88297,-4.39216
666969,26.68796,33.42658,-4.56404
666970,27.00436,65.4331,-4.25486
666971,27.30925,64.98405,-4.49082
666972,27.60279,64.50213,-4.81886
666973,27.865850000000002,63.98438,-5.17759
666974,28.07608,63.43249,-5.5189
666975,28.22605,62.85227,-5.8022
666976,28.32323,62.25273,-5.9955
666977,28.3833,61.64459,-6.08124
666978,28.42782,61.04006,-6.04564
666979,28.47822,60.45344,-5.86594
666980,28.54433,59.90154,-5.51896
666981,28.62149,59.40115,-5.0043
666982,28.69813,58.96582,-4.35299
666983,28.76303,58.604,-3.61817
666984,28.80797,58.31733,-2.86687
