,speed,spacing,speed difference
876408,8.23494,156.12202,-25.14869
876409,8.19984,153.5373,-25.84701
876410,8.14446,150.99886,-25.38461
876411,8.04869,148.51598,-24.82877
876412,7.87936,146.08668,-24.29298
876413,7.60692,143.68672,-23.99961
876414,7.24288,141.28573,-24.00968
876415,6.84577,138.86274,-24.23025
876416,6.48917,136.40739,-24.553350000000002
876417,6.23461,133.91857,-24.88806
876418,6.12418,131.40381,-25.14784
876419,6.18205,128.87816,-25.25673
876420,6.41604,126.36047,-25.17658
876421,6.81568,123.86838,-24.921
876422,7.34521,121.41296,-24.5542
876423,7.93753,118.99705,-24.15916
876424,8.5063,116.62142,-23.75623
876425,8.97861,114.29597,-23.25466
876426,9.32044,112.04252,-22.53419
876427,9.53327,109.88419,-21.58333
876428,9.6332,107.83016,-20.54055
876429,9.63182,105.86956,-19.60601
876430,9.53478,103.9777,-18.91853
876431,9.37812,102.12953,-18.4814
876432,9.25525,100.31238,-18.17156
876433,9.25679,98.5278,-17.84607
876434,9.39062,96.78278,-17.4499
876435,9.60158,95.08209,-17.00715
876436,9.84777,93.42772,-16.5435
876437,10.14282,91.82389,-16.03838
876438,10.53727,90.28003,-15.43885
876439,11.05371,88.80778,-14.72257
876440,11.67087,87.41644,-13.91296
876441,12.37024,86.11326,-13.03209
876442,13.13563,84.90312,-12.10125
876443,13.93022,83.78691,-11.1623
876444,14.72503,82.76247,-10.24443
876445,15.52507,81.82969,-9.32759
876446,16.35112,80.99416,-8.35528
876447,17.20968,80.26549,-7.28674
876448,18.08642,79.65147,-6.14029
876449,18.95883,79.15318,-4.9829
876450,19.80686,78.7649,-3.88267
876451,20.61598,78.47733,-2.8757200000000003
876452,21.37651,78.28071,-1.96617
876453,22.08238,78.16683,-1.13911
876454,22.72999,78.12993,-0.36903
876455,23.31713,78.16772,0.37819
876456,23.84255,78.28363,1.1590500000000001
876457,24.30555,78.49029,2.06657
876458,24.70571,78.80761,3.17326
876459,25.04278,79.24945,4.41844
876460,25.3166,79.81034,5.60882
876461,25.52707,80.46684,6.56523
876462,25.67398,81.18993,7.23057
876463,25.75715,81.95463,7.64731
876464,25.77625,82.74344,7.88826
876465,25.73061,83.54548,8.02021
876466,25.61929,84.35581,8.10311
876467,25.44062,85.17694,8.21152
876468,25.19206,86.02172,8.44774
876469,24.86978,86.90935,8.876570000000001
876470,24.46877,87.85154,9.42185
876471,23.98396,88.84071,9.8917
876472,23.41499,89.85322,10.12483
876473,22.77703,90.86112,10.07906
876474,22.11293,91.84272,9.81595
876475,21.48648,92.78727,9.4454
876476,20.95115,93.69396,9.06706
876477,20.52142,94.5671,8.7312
876478,20.17011,95.4106,8.43543
876479,19.85292,96.22579,8.15167
876480,19.56171,97.01401,7.88241
876481,19.35686,97.78357,7.69544
876482,19.30538,98.54997,7.66378
876483,19.39708,99.32832,7.78366
876484,19.55889,100.1274,7.99071
876485,19.72549,100.95065,8.23261
876486,19.86696,101.80043,8.49787
876487,19.96998,102.68019,8.79731
876488,20.02431,103.59495,9.14777
876489,20.03179,104.55168,9.56722
876490,20.00725,105.55745,10.05764
876491,19.96391,106.6167,10.59275
876492,19.90558,107.72972,11.13012
876493,19.83127,108.89279,11.63071
876494,19.74603,110.10007,12.0727
876495,19.6794,111.34688,12.46805
876496,19.70164,112.63442,12.87572
876497,19.89285,113.97133,13.3687
876498,20.27395,115.36763,13.96289
876499,20.78724,116.82726,14.59662
876500,21.3414,118.34476,15.1749
876501,21.85286,119.90581,15.61067
876502,22.25732,121.48964,15.83803
876503,22.50778,123.07114,15.81523
876504,22.57087,124.62435,15.53225
876505,22.42917,126.12642,15.02044
876506,22.09419,127.56146,14.35023
876507,21.61965,128.92284,13.61407
876508,21.09311,130.21349,12.9063
876509,20.60656,131.4441,12.30626
876510,20.21801,132.62959,11.85521
876511,19.92536,70.28488,4.05548
876512,19.68356,70.64308,3.58198
876513,19.45062,70.95554,3.12447
876514,19.21293,71.22287,2.67313
876515,18.97484,71.44616,2.23317
876516,18.73694,71.62664,1.80498
876517,18.48616,71.76418,1.37527
876518,18.20528,71.85683,0.92644
876519,17.89862,71.90312,0.46269000000000005
876520,17.60604,71.90548,0.02392
876521,17.37799,71.87155,-0.33927
876522,17.23507,71.81096,-0.6057400000000001
876523,17.16165,71.73196,-0.79022
876524,17.12966,71.64003,-0.9191600000000001
876525,17.11759,71.53895,-1.01112
876526,17.11362,71.43163,-1.07309
876527,17.11253,71.32139,-1.1023
876528,17.11217,71.21257,-1.08832
876529,17.11152,71.11123,-1.01355
876530,17.11011,71.02585,-0.85377
876531,17.10732,70.96739,-0.5846100000000001
876532,17.1019,70.94741,-0.19971000000000003
876533,17.0918,70.97396,0.26552000000000003
876534,17.07352,71.04738,0.7341200000000001
876535,17.04095,71.15965,1.12261
876536,16.98455,71.29718,1.3754300000000002
876537,16.89032,71.44344,1.46256
876538,16.73442,71.57766,1.34229
876539,16.48009,71.67192,0.9426200000000001
876540,16.09882,71.69607,0.24127
876541,15.59656,71.63212,-0.63946
876542,15.00735,71.48318,-1.48927
876543,14.37257,71.26759,-2.15591
876544,13.73356,71.00654,-2.6107
876545,13.12913,70.71536,-2.9115200000000003
876546,12.59081,70.4022,-3.13166
876547,12.14108,70.0711,-3.31112
876548,11.794550000000001,69.72609,-3.45017
876549,11.56027,69.37297,-3.53104
876550,11.44357,69.01834,-3.54603
876551,11.44734,68.66811,-3.5025
876552,11.5728,68.32799,-3.4014100000000003
876553,11.81972,68.00483,-3.2315300000000002
876554,12.18632,67.70584,-2.9898
876555,12.66821,67.4371,-2.68724
876556,13.25653,67.20607,-2.3104
876557,13.93379,67.02644,-1.7963
876558,14.66634,66.91638,-1.10069
876559,15.41483,66.88957,-0.26785000000000003
876560,16.1583,66.95066,0.6106600000000001
876561,16.88973,67.09593,1.45252
876562,17.60371,67.31588,2.19977
876563,18.29567,67.59945,2.83556
876564,18.96129,67.93819,3.3875
876565,19.59649,68.32792,3.89744
876566,20.19718,68.76703,4.39081
876567,20.75929,69.25417,4.87136
876568,21.27868,69.78718,5.33019
876569,21.75118,70.3626,5.75397
876570,22.17257,70.97546,6.1288
876571,22.53852,71.61932,6.43862
876572,22.84469,72.28615,6.66818
876573,23.08671,72.96772,6.81565
876574,23.2602,73.65738,6.89698
876575,23.36086,74.35007,6.92677
876576,23.38461,75.04002,6.8996
876577,23.32792,75.71988,6.79882
876578,23.18832,76.3815,6.61598
876579,22.96555,77.0169,6.35407
876580,22.66378,77.61906,6.02133
876581,22.29587,78.18219,5.63166
876582,21.8919,78.70361,5.21388
876583,21.51578,79.18658,4.8299900000000004
876584,21.2977,79.64748,4.60876
876585,21.31992,80.11066,4.63176
876586,21.48688,80.59101,4.80358
876587,21.67264,81.09095,4.99935
876588,21.83707,81.60906,5.18133
876589,21.9834,82.14475,5.35679
876590,22.13163,82.69987,5.55102
