,speed,spacing,speed difference
311373,40.36887,96.5687,2.75479
311374,39.67218,96.77422,2.05535
311375,38.76289,96.88088,1.06653
311376,37.71857,96.87031,-0.10591
311377,36.64101,96.73147,-1.38819
311378,35.6374,96.46276,-2.6872100000000003
311379,34.8061,96.07372,-3.89042
311380,34.2128,95.58508,-4.88651
311381,33.87254,95.02497,-5.60092
311382,33.76686,94.42435,-6.00627
311383,33.88048,93.81407,-6.10256
311384,34.21532,93.22415,-5.89958
311385,34.76677,92.68163,-5.42493
311386,35.4876,92.20693,-4.74721
311387,36.29478,91.8105,-3.96444
311388,37.10742,91.4938,-3.16676
311389,37.85167,91.25043,-2.4337
311390,38.44856,91.06565,-1.8476
311391,38.81791,90.91657000000001,-1.49092
311392,38.90282,90.77438,-1.42192
311393,38.72707,90.61299,-1.6139100000000002
311394,38.37533,90.41651,-1.96473
311395,37.90095,90.17868,-2.37848
311396,37.34236,89.90302,-2.75666
311397,36.76086,89.604,-2.99006
311398,36.21427,89.3022,-3.01811
311399,35.73812,89.01651,-2.85706
311400,35.34784,88.75866,-2.57828
311401,35.04925,88.53215,-2.26502
311402,34.84141,88.33419,-1.9794200000000002
311403,34.71171,88.15925,-1.74971
311404,34.63212,88.00151,-1.5772300000000001
311405,34.55486,87.85535,-1.46174
311406,34.40935,87.71289,-1.42431
311407,34.12165,87.5629,-1.5
311408,33.65774,87.3921,-1.70811
311409,33.05259,87.18856,-2.0354
311410,32.39442,86.94429,-2.44252
311411,31.78104,86.65683,-2.8747
311412,31.27861,86.32936,-3.2746399999999998
311413,30.90226,85.96894,-3.6042
311414,30.6252,85.58294,-3.86004
311415,30.41122,85.17707,-4.05856
311416,30.26027,84.75801,-4.19104
311417,30.24003,84.33908,-4.18884
311418,30.45102,83.94337,-3.95715
311419,30.92106,83.59568,-3.47691
311420,31.55902,83.31132,-2.84364
311421,32.23767,83.09338,-2.17985
311422,32.86824,82.93701,-1.56336
311423,33.39813,82.83334,-1.03642
311424,33.79259,82.7707,-0.6264700000000001
311425,34.02644,82.7356,-0.35109
311426,34.07999,49.78924,1.26936
311427,33.93816,49.93209,1.42874
311428,33.59226,50.0565,1.24406
311429,33.04521,50.13235,0.75843
311430,32.32228,50.13606,0.037110000000000004
311431,31.49328,50.05518,-0.80866
311432,30.71539,49.89413,-1.6108600000000002
311433,30.1415,49.66654,-2.27589
