,speed,spacing,speed difference
826053,33.194,61.66956,0.19042
826063,33.54229,60.76706,-2.99987
826073,33.93589,57.02959,-4.07064
826083,31.42881,52.17284,-3.68976
826093,31.90023,50.59121,-0.14787
826103,30.51982,48.9397,-3.98868
826113,27.51358,41.97533,-7.72412
826123,24.34915,33.71493,-8.92526
826133,21.35991,25.01017,-7.2548200000000005
826143,19.75522,20.77109,-1.50338
826153,16.53032,22.18451,5.30995
826163,16.00597,33.24059,14.45728
826173,13.641539999999999,43.44757,4.86775
826183,11.59534,42.59711,-5.51211
826193,9.92336,33.67156,-10.79656
826203,8.871,24.44304,-6.26312
826213,6.51368,21.59751,-1.70272
826223,5.58839,21.80089,2.12582
826233,5.19754,24.48845,1.89836
826243,4.70456,24.04353,-2.9892700000000003
826253,8.22306,21.65542,0.37759000000000004
826263,8.24469,25.12943,4.3172
826273,12.951740000000001,31.88019,8.11322
826283,11.40013,35.56211,0.18753
826293,12.84974,36.04508,0.8383200000000001
826303,12.45571,35.7767,-1.33228
826313,7.41165,33.9834,-3.36781
826323,0.0,25.49239,-11.88297
826333,5.61978,15.89131,-6.00322
826343,15.17812,14.05663,1.31214
826353,23.38452,19.18094,7.86398
826363,28.23107,28.35309,8.81109
826373,27.39859,36.6955,7.48967
826383,20.61824,40.42734,0.6436000000000001
826393,21.03967,40.69892,-1.19993
826403,19.63721,37.57829,-3.31177
826413,21.75076,36.81132,0.8823200000000001
826423,19.29587,35.55177,-3.82736
826433,18.89934,31.13927,-3.78045
826443,17.41949,26.87389,-4.59678
826453,16.65387,22.74653,-3.24213
826463,15.02707,19.57205,-1.20236
826473,14.99879,19.57806,0.8353100000000001
826483,14.23488,23.20955,4.17359
826493,10.2899,24.73172,0.37405000000000005
826503,8.75469,26.09183,3.22106
826513,7.52051,28.88317,2.51825
826523,7.62867,31.41191,2.62096
826533,9.91926,35.08707,4.09692
826543,11.20226,39.01129,3.2916600000000003
826553,17.80912,43.53563,6.09961
826563,21.15144,49.90184,6.2631499999999996
826573,17.91207,54.04114,2.95843
826583,17.83681,54.375,-0.58635
826593,17.93025,53.01326,-2.61434
826603,18.90177,48.22635,-4.84705
826613,19.37457,43.44229,-5.28248
826623,19.3751,37.92136,-5.46945
826633,19.19905,33.45771,-3.19117
826643,19.91125,31.38842,-0.66451
826653,20.67549,31.54688,0.72313
826663,25.63383,35.09344,5.58488
826673,29.12467,42.27441,6.61223
826683,27.20016,44.12936,-2.86395
826693,25.14718,38.29416,-7.07208
826703,26.12254,31.71172,-5.8394
826713,25.24104,27.16158,-3.6105400000000003
826723,25.62228,24.44964,-2.32913
826733,25.62087,23.98146,1.1254
826743,25.77202,26.21611,3.05319
