,speed,spacing,speed difference
313482,50.88484,104.89931,-0.35069
313483,50.20482,104.7921,-1.07215
313484,49.29351,104.57713,-2.1495
313485,48.17874,104.22448,-3.52671
313486,46.93209,103.70633,-5.1813
313487,45.65354,103.00362,-7.02737
313488,44.45184,102.11168,-8.91919
313489,43.42736,101.04351,-10.68189
313490,42.64797,99.82684,-12.16663
313491,42.12143,98.49771,-13.29133
313492,41.78947,97.09204,-14.05676
313493,39.76696,175.87317,-15.27297
313494,39.59774,174.30903,-15.64114
313495,39.48048,172.70158,-16.07461
313496,39.37182,171.059,-16.42566
313497,39.22887,169.38882,-16.70207
313498,39.00653,167.69311,-16.95709
313499,38.65404,165.96542,-17.276510000000002
313500,38.12979,164.19134,-17.74101
313501,37.4274,162.35276,-18.38582
313502,36.58586,160.43403,-19.1873
313503,35.67372,158.42585,-20.08186
313504,34.76992,156.32674,-20.99091
313505,33.95299,154.14311,-21.83625
313506,33.28871,151.88803,-22.55079
313507,32.81063,32.92451,-1.4879600000000002
313508,32.50942,32.75849,-1.66043
313509,32.3482,32.59455,-1.63937
313510,32.28678,32.44633,-1.4820200000000001
313511,32.28517,32.31969,-1.26657
313512,32.30194,32.21254,-1.07145
313513,32.32625,32.12107,-0.91456
313514,32.41739,32.04977,-0.71299
313515,32.66703,32.0146,-0.35174000000000005
313516,33.0876,32.03235,0.17743
313517,33.5647,32.10575,0.7339600000000001
313518,33.93901,32.21955,1.13812
313519,34.09623,32.34774,1.28169
313520,33.97818,32.46191,1.14153
313521,33.57139,32.5373,0.7541300000000001
313522,32.91791,32.55594,0.18638000000000002
313523,32.1524,32.50869,-0.47224000000000005
313524,31.45335,32.39445,-1.14242
313525,30.91654,32.21552,-1.78966
313526,30.54718,31.98048,-2.3504300000000002
313527,30.31499,31.71148,-2.6898
313528,30.17776,31.44458,-2.66916
313529,30.09957,31.22237,-2.22176
313530,30.05581,31.0834,-1.38996
313531,30.03156,31.05269,-0.30699000000000004
313532,30.01896,31.13841,0.8574400000000001
313533,30.01414,31.33363,1.9520300000000002
