,speed,spacing,speed difference
392968,42.87868,110.09357,-0.6460300000000001
392969,41.83724,109.92297,-1.70607
392970,40.90223,109.65056,-2.7240200000000003
392971,40.12553,109.28826,-3.62329
392972,39.50315,108.84423,-4.44009
392973,38.99272,108.31818,-5.26069
392974,38.55436,107.70171,-6.16464
392975,38.17904,106.98507,-7.16647
392976,37.88786,106.16454,-8.20535
392977,37.70581,105.24544,-9.19068
392978,37.62799,104.24026,-10.0519
392979,37.60709,103.16484,-10.75446
392980,37.57379,102.036,-11.28832
392981,37.47175,100.87057,-11.6541
392982,37.27927,99.68196,-11.88622
392983,37.01211,98.4796,-12.02369
392984,36.7168,97.27769,-12.019
392985,36.45125,96.10191,-11.75791
392986,36.25633,94.98678,-11.15122
392987,36.13908,93.96706,-10.19727
392988,36.08064,93.06854,-8.98527
392989,36.05735,92.30515,-7.63356
392990,36.052,91.68032,-6.24862
392991,36.04715,91.18694,-4.93379
392992,36.0145,90.8066,-3.80358
392993,35.91988,90.50919,-2.97405
392994,35.74764,90.25686,-2.5231
392995,35.52238,90.01335,-2.43481
392996,35.29505,89.75896,-2.54432
392997,35.09971,89.49468,-2.64278
392998,34.93333,89.22825,-2.66414
392999,34.78324,88.96385,-2.64399
393000,34.65968,88.70236,-2.61486
393001,34.58478,88.4421,-2.60285
393002,34.54761,88.17802,-2.64071
393003,34.48412,87.90069,-2.77333
393004,34.31221,87.59639,-3.04284
393005,33.99665,87.25072,-3.4568
393006,33.59472,86.85526,-3.9548900000000002
393007,33.23199,86.41303,-4.42192
393008,33.02175,85.93767,-4.75358
393009,33.00643,85.44705,-4.9063
393010,33.15466,84.95745,-4.8961
393011,33.37956,84.47894,-4.78494
393012,33.5625,84.01217,-4.66768
393013,33.60036,83.54905,-4.63114
393014,33.47307,83.08094,-4.68116
393015,33.26762,82.60998,-4.70978
393016,33.1125,82.15348,-4.5648
393017,33.07553,81.73609,-4.17401
393018,33.12133,81.37504,-3.61056
393019,33.14902,81.06965,-3.05367
393020,33.05407,80.80076,-2.6890400000000003
393021,32.77795,80.53944,-2.61316
393022,32.33625,80.25975,-2.7970800000000002
393023,31.8045,79.94564,-3.14091
393024,31.26808,79.58879,-3.56854
393025,30.77956,79.18137,-4.07402
393026,30.34866,78.71191,-4.69485
393027,29.94957,78.16532,-5.46585
393028,29.52851,77.52556,-6.39741
393029,29.01729,76.77825,-7.47349
393030,28.36207,75.91315,-8.65069
393031,27.55099,74.92753,-9.85646
393032,26.61086,73.8272,-11.00331
393033,25.57802,72.62546,-12.01706
393034,24.47523,71.3399,-12.85574
393035,23.32375,69.99049,-13.49426
393036,22.18212,68.60197,-13.88517
393037,21.16667,67.20797,-13.93979
393038,20.41978,65.85158,-13.56392
393039,20.0459,64.5791,-12.72493
393040,20.06535,63.4297,-11.49394
393041,20.4167,62.42726,-10.02428
393042,20.98347,61.57749,-8.49767
393043,21.62385,60.86884,-7.08675
393044,22.18904,60.27365,-5.95197
393045,22.52792,59.74954,-5.24104
393046,22.52513,59.24649,-5.03065
393047,22.19134,58.72353,-5.22943
393048,21.67037,58.16269,-5.60831
393049,21.12241,57.56581,-5.9688
393050,20.66129,56.94393,-6.21886
393051,20.34528,56.30949,-6.34445
393052,20.16693,55.67212,-6.37359
393053,20.08018,55.03865,-6.33468
393054,20.04019,54.41546,-6.23212
393055,20.02113,53.81086,-6.0458
393056,20.01161,53.23626,-5.7461
393057,20.00673,52.70453,-5.31735
393058,20.00404,52.22638,-4.78143
393059,20.00246,51.8062,-4.20164
393060,20.00151,51.44036,-3.65879
393061,20.00105,51.11899,-3.21335
393062,20.00112,50.83094,-2.88054
393063,20.00148,50.56762,-2.6334
393064,20.00194,50.32542,-2.42188
393065,20.00249,50.1064,-2.19019
393066,20.00315,49.91749,-1.88917
393067,20.00404,49.76831,-1.49156
393068,20.00522,49.66746,-1.00849
393069,20.00676,49.61831,-0.49183000000000004
393070,20.00892,49.61713,-0.01165
393071,20.01247,49.65502,0.37894000000000005
393072,20.01814,49.72149,0.66463
393073,20.02559,49.80755,0.8606
393074,20.03245,49.90603,0.9849100000000001
393075,20.03543,50.00995,1.0392
393076,20.03294,50.11201,1.02077
393077,20.02651,50.20752,0.9549200000000001
393078,20.01919,50.29813,0.9061
393079,20.01335,50.39262,0.94498
393080,20.00958,50.50233,1.09682
393081,20.00758,50.63474,1.32421
393082,20.00679,50.79078,1.56046
393083,20.00689,50.96647,1.7571500000000002
393084,20.00787,51.15706,1.90561
393085,20.01034,51.35968,2.02619
393086,20.01535,51.57432,2.14619
393087,20.02421,51.80269,2.28415
393088,20.03776,52.04702,2.44284
393089,20.05436,52.30778,2.6078
393090,20.0686,52.58307,2.75311
393091,20.073,52.86848,2.85374
393092,20.06332,53.15814,2.89669
393093,20.04095,53.44626,2.88101
393094,20.00978,53.72697,2.80715
393095,19.96985,53.99337,2.66421
393096,19.91421,54.23626,2.42891
393097,19.82894,54.44407,2.07789
393098,19.69137,54.6042,1.6015700000000002
393099,19.46522,54.70457,1.00354
393100,19.10098,54.73311,0.28543
393101,18.5543,54.67713,-0.55964
393102,17.81883,54.52415,-1.5299900000000002
393103,16.94337,54.26441,-2.59715
393104,16.01696,53.89327,-3.71139
393105,15.1415,53.41158,-4.81693
393106,14.40555,52.82579,-5.85823
