,speed,spacing,speed difference
418111,51.94889,150.8296,-3.05708
418112,51.75394,150.61992,-2.09662
418113,51.64449,150.39098,-2.28911
418114,51.58744,150.13452,-2.56506
418115,51.55935,149.84426,-2.90253
418116,51.54902,149.52583,-3.18409
418117,51.55095,149.18767,-3.38196
418118,51.55899,148.83501,-3.5264100000000003
418119,51.56408,148.47412,-3.60905
418120,51.56145,148.11858,-3.55519
418121,51.56073,147.79368,-3.24921
418122,51.58114,147.5318,-2.6187300000000002
418123,51.6313,147.36254,-1.6928200000000002
418124,51.69528,147.30352,-0.5901200000000001
418125,51.74104,147.35532,0.51788
418126,51.73986,147.49852,1.43215
418127,51.67694,147.69404,1.9552800000000001
418128,51.55122,147.88915,1.9511500000000002
418129,51.37494,148.03347,1.4431500000000002
418130,51.17238,148.09443,0.60965
418131,50.97205,148.05751,-0.36903
418132,50.79472,147.91835,-1.3916
418133,50.64515,147.6773,-2.41086
418134,50.50935,147.33626,-3.41014
418135,50.35394,146.89728,-4.38986
418136,50.12772,146.36139,-5.3588000000000005
418137,49.77687,145.72979,-6.31598
418138,49.27553,145.00762,-7.22195
418139,48.65112,144.20949,-7.9813
418140,47.97923,143.36274,-8.46749
418141,47.3504,142.50296,-8.5976
418142,46.8315,141.65752,-8.45476
418143,46.4419,140.83541,-8.22113
418144,46.15614,140.03754,-7.97854
418145,45.93061,139.26254,-7.74997
418146,45.73117,138.50565,-7.5687999999999995
418147,45.54577,137.76145,-7.44206
418148,45.38547,21.93556,10.48613
418149,45.27923,22.94334,10.07769
418150,45.25683,23.92743,9.84082
418151,45.32116,24.90689,9.79462
418152,45.43101,25.8956,9.88718
418153,45.51417,26.89879,10.03175
418154,45.49931,27.9151,10.16306
418155,45.33304,28.94072,10.25623
418156,44.97549,29.97015,10.29462
418157,44.40246,30.9939,10.23737
418158,43.62648,31.99708,10.03196
418159,42.70748,32.9623,9.6519
418160,41.73534,33.87421,9.11939
418161,40.80404,34.72464,8.5041
418162,39.98767,35.51407,7.89462
418163,39.31162,36.24866,7.34564
418164,38.7398,36.93307,6.8439700000000006
418165,38.20354,37.56624,6.33175
418166,37.65082,38.14226,5.7600999999999996
418167,37.07559,38.65443,5.12188
418168,36.51017,39.09872,4.44311
418169,35.99698,39.47434,3.7561999999999998
418170,35.56142,39.78284,3.08484
418171,35.19659,40.02713,2.44262
418172,34.86057,40.20968,1.82573
418173,34.48665,40.32953,1.19856
418174,34.00666,40.37989,0.50348
418175,33.38196,40.35059,-0.29268000000000005
418176,32.62723,40.2355,-1.15118
418177,31.80837,40.03947,-1.96027
418178,31.0128,39.781,-2.58454
418179,30.3083,39.48786,-2.9314999999999998
418180,29.70413,39.18688,-3.00972
418181,29.14433,38.89275,-2.94143
418182,28.55787,38.60312,-2.89623
418183,27.92408,38.30404,-2.9908200000000003
418184,27.28835,37.98055,-3.23504
418185,26.72428,37.62533,-3.55236
418186,26.28721,37.24095,-3.8437900000000003
418187,25.99226,36.83642,-4.04488
418188,25.82142,36.42251,-4.13934
418189,25.74629,36.00876,-4.13737
418190,25.74636,35.60305,-4.05732
418191,25.81227,35.21056,-3.9248700000000003
418192,25.93612,34.83327,-3.773
418193,26.09915,34.47004,-3.63205
418194,26.267,34.11778,-3.52257
418195,26.39767,33.77195,-3.45856
418196,26.46106,33.427,-3.44924
418197,26.46549,33.0789,-3.481
418198,26.47162,32.72923,-3.49675
418199,26.56805,32.38799,-3.4123
418200,26.821,32.07155,-3.1642
418201,27.24318,31.79751,-2.74101
418202,27.802130000000002,31.57999,-2.17487
418203,28.44419,31.42821,-1.51749
418204,29.10374,31.34518,-0.83081
418205,29.70617,31.32678,-0.18382
418206,30.18694,31.36326,0.36476000000000003
418207,30.51486,31.44143,0.7818900000000001
418208,30.6937,31.54639,1.04951
418209,30.74219,31.66086,1.14462
418210,30.67202,31.76519,1.04325
418211,30.48294,31.83986,0.74682
418212,30.18458,31.8705,0.30636
418213,29.81877,31.85197,-0.1854
418214,29.44177,31.78776,-0.64212
418215,29.07933,31.68461,-1.0314
418216,28.7148,31.54734,-1.37273
418217,28.32995,31.37821,-1.69128
418218,27.94751,31.17966,-1.98543
418219,27.61919,30.9547,-2.24968
418220,27.38022,30.70423,-2.5045900000000003
418221,27.22995,30.42756,-2.76674
418222,27.14829,30.12923,-2.98347
418223,27.11732,29.82693,-3.0229
418224,27.12799,29.552,-2.74937
418225,27.17382,29.34009,-2.1189
418226,27.24278,29.21821,-1.21897
418227,27.3168,29.19502,-0.23186
418228,27.3794,29.26053,0.6552800000000001
418229,27.42372,29.3939,1.33343
418230,27.45315,29.57316,1.79278
418231,27.47507,29.78143,2.08271
418232,27.49557,30.00758,2.26138
418233,27.521,30.24501,2.37431
418234,27.56624,30.49104,2.46043
418235,27.66145,30.74731,2.5623
418236,27.84469,31.01936,2.72094
418237,28.13704,31.31463,2.95243
418238,28.51791,31.63697,3.22378
418239,28.92553,31.98275,3.45762
418240,29.288710000000002,32.34114,3.58395
418241,29.56335,32.70223,3.61086
418242,29.74498,33.06667,3.64436
418243,29.85443,33.44829,3.8163400000000003
418244,29.9168,33.86581,4.17494
418245,29.95036,34.33006,4.64242
418246,29.96572,34.8372,5.07162
418247,29.96778,35.3711,5.33878
418248,29.95735,35.91194,5.4086
418249,29.93127,36.44501,5.33088
418250,29.88166,36.96286,5.17812
418251,29.79367,37.46184,4.98983
418252,29.64547,37.93832,4.7648600000000005
418253,29.41627,38.38678,4.48464
418254,29.10286,38.80082,4.14059
418255,28.73248,39.17611,3.75279
418256,28.35738,39.51289,3.36794
418257,28.03035,39.81647,3.03557
418258,27.78114,40.09482,2.78344
418259,27.61244,40.35607,2.61296
418260,27.50676,40.60669,2.50597
418261,27.42553,40.84905,2.42359
418262,27.31224,41.08003,2.30945
418263,27.12503,41.2922,2.12191
418264,26.88146,41.48005,1.87864
418265,26.66093,41.64597,1.6589900000000002
418266,26.54492,41.80039,1.5445600000000002
418267,26.54754,41.95538,1.54974
418268,26.60466,42.11651,1.6111900000000001
418269,26.62864,42.28078,1.6426500000000002
418270,26.57822,42.44128,1.60506
418271,26.49239,42.59537,1.54098
418272,26.47228,42.75109,1.55702
418273,26.62418,42.92776,1.76703
418274,26.99921,43.15059,2.22824
418275,27.5668,43.44081,2.90236
418276,28.23448,43.80725,3.66417
418277,28.890810000000002,44.24312,4.35869
418278,29.44465,44.73051,4.87408
418279,29.85187,45.24921,5.18674
418280,30.11864,45.78383,5.3464
418281,30.27953,46.32582,5.41992
418282,30.37113,46.87097,5.45138
418283,30.41906,47.4169,5.45941
418284,30.4375,47.96184,5.44938
418285,30.43235,48.50377,5.41942
418286,30.4042,49.04003,5.36257
418287,30.35276,49.56696,5.2694600000000005
418288,30.28133,50.08002,5.13038
418289,30.19869,50.57359,4.93534
418290,30.11552,51.04094,4.67362
418291,30.0375,51.4748,4.33888
418292,29.96119,51.8688,3.93963
418293,29.87451,52.21919,3.50407
418294,29.76391,52.52631,3.07142
418295,29.62825,52.79442,2.6809700000000003
418296,29.48868,53.03108,2.3665
418297,29.37211,53.24554,2.14458
418298,29.27477,53.44485,1.9931100000000002
418299,29.14354,53.62936,1.84518
418300,28.9,53.79151,1.62
418301,28.51775,53.92034,1.28852
418302,28.0188,54.00981,0.89446
418303,27.49488,54.06434,0.54534
418304,27.0332,54.09819,0.33861
418305,26.67228,54.12819,0.29987
418306,26.39711,54.16555,0.37378000000000006
418307,26.18051,54.21365,0.48084000000000005
418308,26.02697,54.27224,0.5859300000000001
418309,25.96949,54.34331,0.7106600000000001
418310,26.02697,54.43195,0.8867100000000001
418311,26.17523,54.54321,1.11257
418312,26.36184,54.67891,1.35695
418313,26.54144,54.83806,1.59121
418314,26.68999,55.01857,1.80502
418315,26.79196,55.21781,1.99248
418316,26.83137,55.43111,2.13281
418317,26.8144,55.65145,2.2037
418318,26.79869,55.87383,2.22382
418319,26.87661,56.10056,2.26723
418320,27.1145,56.34249,2.41949
418321,27.50833,56.61417,2.7165
418322,27.99515,56.92664,3.12494
418323,28.4958,57.28392,3.5727700000000002
418324,28.9436,57.68268,3.98769
418325,29.29193,58.11431,4.31627
418326,29.51867,58.56746,4.53143
418327,29.62431,59.03052,4.63054
418328,29.61657,59.49245,4.61933
418329,29.49455,59.94206,4.49593
418330,29.25217,60.36745,4.25404
418331,28.90253,60.75817,3.90719
418332,28.49767,61.10902,3.50853
418333,28.11175,61.42241,3.13403
418334,27.79308,61.70594,2.8351100000000002
418335,27.53579,61.967060000000004,2.6112200000000003
418336,27.30902,62.21103,2.43983
418337,27.11201,62.4442,2.33163
418338,26.99104,62.67845,2.34232
418339,27.00505,62.93031,2.51883
418340,27.1877,63.2148,2.84498
418341,27.53957,63.54029,3.25489
418342,28.03406,63.90938,3.6907200000000002
418343,28.61578,64.32224,4.12861
418344,29.20436,64.77769,4.55475
418345,29.72146,65.27176,4.94055
418346,30.125,65.79732,5.25577
418347,30.41772,66.34672,5.49367
418348,30.62231,66.91323,5.66542
418349,30.75007,67.49065,5.77389
418350,30.79501,68.0714,5.80748
418351,30.75144,68.64705,5.75698
418352,30.62585,69.20978,5.627
418353,30.42539,69.75214,5.42381
418354,30.13976,70.26578,5.13654
418355,29.747700000000002,70.74012,4.74327
418356,29.25246,71.1648,4.24649
418357,28.71201,71.53514,3.70345
418358,28.23137,71.85693,3.2181100000000002
418359,27.91644,72.14643,2.89465
418360,27.81732,72.42444,2.78025
418361,27.90181,72.7082,2.83747
418362,28.08419,73.00535,2.97189
418363,28.279,73.31368,3.08323
418364,28.43097,73.62284,3.0914
418365,28.51536,73.91634,2.93521
418366,28.53307,74.17405,2.5768
418367,28.50748,74.37632,2.0229
418368,28.47261,74.50994,1.33609
418369,28.45555,74.57149,0.6156900000000001
418370,28.47051,74.56801,-0.03497
418371,28.5272,74.51444,-0.5356000000000001
418372,28.63819,74.42979,-0.84669
418373,28.81289,74.33277,-0.9698200000000001
418374,29.04246,74.23947,-0.9332600000000001
418375,29.29301,74.16129,-0.7819600000000001
418376,29.51883,74.10391,-0.5735300000000001
418377,29.68481,74.06726,-0.36677000000000004
418378,29.77648,74.04682,-0.20413
418379,29.79118,74.03655,-0.10292000000000001
418380,29.72989,74.03107,-0.055020000000000006
418381,29.60988,74.02927,-0.01768
418382,29.48127,74.03898,0.09715000000000001
418383,29.41352,74.07871,0.39728
418384,29.45302,74.173,0.9427500000000001
418385,29.5937,74.34213,1.6915
418386,29.79311,74.59367,2.51509
418387,30.01303,74.91998,3.26326
418388,30.23599,75.30125,3.81253
418389,30.44488,75.70873,4.07487
418390,30.60131,76.10804,3.99344
418391,30.66001,76.46414,3.56083
418392,30.614440000000002,76.7498,2.8566000000000003
418393,30.52717,76.95404,2.04239
418394,30.50417,77.08488,1.3085
418395,30.62707,77.16634,0.81454
418396,30.89889,77.22852,0.62156
418397,31.24823,77.29623,0.67749
418398,31.58278,77.38219,0.8594200000000001
418399,31.842,77.48613,1.03924
418400,32.01299,77.60214,1.1602999999999999
418401,32.11267,77.72477,1.22625
418402,32.16375,77.84977,1.25017
418403,32.18212,77.97385,1.24071
418404,32.17681,78.09407,1.20204
418405,32.15653,78.20844,1.1439
418406,32.13488,78.31742,1.08973
418407,32.12717,78.42431,1.0687
418408,32.14075,78.53377,1.09469
418409,32.17008,78.64925,1.1550500000000001
418410,32.20259,78.77153,1.22254
418411,32.22881,78.89921,1.27684
418412,32.24656,79.03054,1.31346
418413,32.25765,79.16421,1.33639
418414,32.26437,79.29924,1.35046
418415,32.26831,79.43511,1.35879
418416,32.27067,79.57146,1.36375
