,speed,spacing,speed difference
731469,32.87766,122.56336,0.0441
731479,22.01408,115.97319,-12.00429
731489,10.670770000000001,97.39286,-23.39029
731499,7.16526,71.66687,-24.09383
731509,7.16496,55.93094,-9.1584
731519,6.94222,51.27996,-3.13865
731529,8.62822,46.39223,-5.74055
731539,8.9727,41.92369,-3.02353
731549,14.24806,42.29295,3.51702
731559,22.85545,50.06312,10.57723
731569,29.88629,119.70771,-0.65863
731579,32.59984,119.91033,-0.9842500000000001
731589,29.29213,65.10118,0.14584000000000003
731599,25.22106,62.19213,-6.63626
731609,23.41096,55.09731,-6.60161
731619,21.20614,48.35282,-6.85397
731629,21.86417,44.03454,-2.49823
731639,19.80814,41.22746,-2.7497
731649,22.68058,40.96486,2.33353
731659,19.79455,42.14082,-0.21654
731669,21.39049,42.61525,1.35716
731679,22.77913,44.18344,1.2779500000000001
731689,22.7168,46.10545,2.60673
731699,18.75315,45.82116,-3.21417
731709,22.17415,44.24334,0.41345000000000004
731719,21.46109,45.58321,2.2334300000000002
731729,23.61178,48.9896,3.62838
731739,22.57343,51.44212,0.56884
731749,22.87641,49.75784,-2.05158
731759,24.54872,48.6215,-0.39026000000000005
731769,24.38963,48.68147,0.47375000000000006
731779,23.067,48.80489,0.9186400000000001
731789,22.9292,51.54925,3.24573
731799,24.65381,54.70381,2.41546
731809,23.19088,54.32208,-1.7418300000000002
731819,22.35988,53.72022,1.3784800000000001
731829,20.17697,54.788,0.17028000000000001
731839,20.11627,54.83865,0.11548000000000001
731849,21.03419,55.6125,1.22786
731859,18.20049,56.30374,-0.7369100000000001
731869,15.01929,55.58763,-0.3396
731879,14.80925,53.66555,-2.84715
731889,15.04941,50.95542,-2.50702
731899,15.27516,50.05673,0.16981000000000002
731909,15.10453,50.29882,0.19068000000000002
731919,12.70781,49.48849,-1.98684
731929,10.51221,46.96034,-3.1104
731939,9.97615,43.79289,-3.19449
731949,7.17772,39.75135,-5.79915
731959,5.01171,33.77391,-4.34498
731969,5.25518,32.45361,0.17217000000000002
731979,10.27687,35.98537,5.27628
731989,10.02287,41.06398,5.11933
731999,10.02283,44.8376,0.9645900000000001
732009,10.02936,41.97904,-5.0711
732019,10.06545,37.76545,-2.99777
732029,9.03455,35.83458,-3.02503
732039,11.23438,88.51648,1.09199
732049,15.1749,91.37087,2.23628
732059,17.73976,94.14299,4.28513
732069,19.23566,98.90541,4.66617
732079,19.90827,102.38304,1.7296300000000002
732089,15.307220000000001,101.32359,-3.28632
732099,13.57917,97.32238,-5.00354
732109,11.61184,90.73084,-6.9963
732119,13.08648,85.071,-5.3941
732129,13.10049,79.67081,-5.40699
732139,13.04856,74.20493,-5.47218
732149,13.08642,68.78829,-5.41401
732159,12.5498,63.13445,-5.9458
