,speed,spacing,speed difference
736062,8.84081,55.51982,-2.83944
736072,8.84095,52.98615,-1.89179
736082,8.84088,51.14577,-1.75994
736092,8.84314,50.87113,1.04373
736102,9.31923,51.02773,-0.6065600000000001
736112,8.57425,49.92743,-1.50656
736122,11.691040000000001,48.95863,1.6099
736132,15.31844,53.33284,5.23767
736142,14.73891,58.18708,4.65564
736152,13.64298,62.28406,3.09455
736162,14.60837,65.83553,4.38363
736172,14.41188,68.67907,0.9012800000000001
736182,13.49367,68.46752,-0.17119
736192,13.6169,69.79724,2.19669
736202,17.61565,73.998,5.85046
736212,20.18471,80.49469,6.68727
736222,19.32684,86.79604,5.72727
736232,17.00131,41.01499,0.1605
736242,15.67349,38.42763,-4.9541
736252,14.6626,35.07729,-1.5431400000000002
736262,16.971330000000002,36.0337,2.59164
736272,10.97989,36.91113,1.98563
736282,10.75955,39.60598,1.36529
736292,13.90282,40.94935,3.07703
736302,14.94885,44.30709,2.26729
736312,15.00158,45.28658,0.27254
736322,14.86919,44.71033,-1.86044
736332,14.90207,41.56864,-3.97454
736342,15.63317,38.55121,-0.2165
736352,14.29761,38.97444,-0.036250000000000004
736362,15.28625,39.02717,0.28395000000000004
736372,15.2045,39.39285,0.16149000000000002
736382,14.699770000000001,38.83179,-1.46453
736392,14.72024,38.05811,0.6829400000000001
736402,14.717130000000001,39.03944,0.8219200000000001
736412,14.67001,39.82287,0.70101
736422,14.69593,40.14253,-0.29203
736432,14.96936,39.57457,-0.21391000000000002
736442,15.53461,39.8422,0.37949000000000005
736452,17.57238,42.14363,5.43363
736462,19.65246,49.18212,5.70275
736472,23.32444,55.19856,6.70085
736482,24.26634,60.56716,4.28616
736492,23.80781,63.65282,1.5229300000000001
736502,20.50308,61.37743,-4.09423
736512,20.75463,58.87513,-0.90334
736522,21.80148,56.23799,-1.86322
736532,20.12133,54.16434,-2.12815
736542,19.99567,52.7248,-0.9921300000000001
736552,17.82008,51.41352,-3.05
736562,15.6981,46.63422,-4.34892
736572,19.52549,44.44547,-0.48366000000000003
736582,21.87966,45.31903,0.8366500000000001
736592,21.92927,43.84449,-3.5620000000000003
736602,21.92631,50.24019,3.54442
736612,21.91001,52.75647,2.78117
736622,20.25915,54.70676,0.12946000000000002
736632,15.16552,51.67562,-4.91909
736642,10.48855,47.03941,-4.836650000000001
736652,5.8727,40.89239,-7.34147
736662,5.00348,35.32385,-5.00663
736672,4.98862,31.00555,-2.67034
736682,3.81608,31.41729,0.64466
736692,1.27464,30.94938,-1.86952
736702,0.0,27.94386,-3.14406
736712,0.0,24.7999,-3.1438
736722,3.94065,23.89987,0.7674900000000001
736732,5.03474,24.98451,0.8672500000000001
736742,8.97851,27.39656,4.72753
736752,9.99659,32.98592,5.74377
736762,10.00226,38.60847,5.22952
736772,10.30827,41.85882,1.88694
736782,14.1062,44.37133,4.12651
736792,17.31549,50.78592,8.38147
736802,18.83875,60.30361,9.03849
736812,18.59843,29.61752,2.67382
736822,15.65482,31.10263,-1.12225
736832,14.94013,29.54708,-1.20803
736842,12.60646,28.33865,-0.9453100000000001
736852,17.44662,29.98416,3.23875
736862,17.84852,33.83559,4.62057
736872,17.78616,39.58448,7.12645
736882,17.78586,45.1836,3.56644
736892,17.78547,47.32431,1.9759900000000001
736902,17.70443,48.7771,0.03694
736912,17.53094,45.60029,-5.76463
736922,15.57188,38.92378,-7.08406
